"id","vehicle_model_id","mileage_id","year","plate_num","transmission","hourly_rate","daily_rate","weekly_rate","monthly_rate","address","latitude","longitude","delivery_rate","pickup_instruction","return_instruction","description","view_count","is_available","is_verified","created_at","updated_at","user_id","min_hour","max_hour","is_image_verified","deleted_at","booking_count","rating","features","old_id"
4212,22,3,2016,"VBW7100","auto",37,550,3000,6270,"51 Jalan Batai, Bukit Damansara, Kuala Lumpur, 50490, Wilayah Persekutuan Kuala Lumpur",3.1514499,101.6591055,,"7eleven","7eleven","Good Toyota Alphard",0,FALSE,TRUE,"2019-01-22 16:01:54.297617","2019-01-22 16:04:08.353702",6690,5,,FALSE,,0,,"{}",
4426,32,2,2014,"W7711W","auto",30,450,2500,5500,"Marc Residence , City Centre, Kuala Lumpur, 50050, Wilayah Persekutuan Kuala Lumpur",3.155378,101.7102988,,"TBC ","The same Location ","Your Best Choice ",0,FALSE,FALSE,"2019-03-10 20:20:35.789422","2019-03-10 20:20:35.801893",14645,5,,FALSE,,0,,"{}",
2209,4,2,2014,"WA9904E","auto",6,100,600,1140,"KLEZCAR TRAVEL & TOURS SDN BHD

LOT286 JLN PANJI, KG CHEMPAKA 16100 KOTA BHARU KELANTAN.",6.136645,102.275962,,,,"It is very comfortable to ride in it. I think people will love the ride experience in a this car. Great gas saver especially when you have to do a lot of driving. Wish you enjoy the trip. No smoking or pets please! Safe drive.",0,FALSE,FALSE,"2016-11-25 22:04:17","2019-01-19 23:44:16.651872",2654,5,,FALSE,,0,,"{}",529
4427,2,2,2017,"QTQ4751","auto",9,145,850,1601,"1 Jalan Pinggiran 1/2,Taman Pinggiran Putra,Seri Kembangan,43300,Selangor",2.9916953,101.6756939,,"WhatsApp first at least 1 hour before pick up","WhatsApp first at least 1 hour before return the vehicle","White colour and in tip top condition. Service at perodua center on time",0,FALSE,FALSE,"2019-03-11 11:23:59.621734","2019-03-11 15:32:23.258239",14411,10,,FALSE,"2019-03-11 15:32:23.252195",0,,"{}",
4316,13,4,2016,"BNT1119","auto",30,450,2550,5130," Unnamed Road,Bandar Tun Razak,Kuala Lumpur,56000,Wilayah Persekutuan Kuala Lumpur",3.08706,101.7205049,,"-","-","New Toyota Camry",0,TRUE,TRUE,"2019-02-11 17:45:36.896111","2019-02-11 18:02:27.928203",9493,24,,FALSE,,0,,"{}",
4213,16,5,2011,"WB6772A","auto",120,120,120,120,"31 Jalan PJU 7/19 Taman Puncak Jalil,Bandar Putra Permai,Seri Kembangan,43300,Selangor",3.0308181,101.6839889,,".",".","Good condition",0,FALSE,FALSE,"2019-01-23 11:45:34.135145","2019-01-24 17:51:44.998125",12671,5,,FALSE,"2019-01-24 17:51:44.992462",0,,"{}",
2210,4,2,2014,"WA8410G","auto",6,100,600,1140,"KLEZCAR TRAVEL & TOURS SDN BHD

LOT286 JLN PANJI, KG CHEMPAKA 16100 KOTA BHARU KELANTAN.",6.136645,102.275962,,,,"It is very comfortable to ride in it. I think people will love the ride experience in a this car. Great gas saver especially when you have to do a lot of driving. Wish you enjoy the trip. No smoking or pets please! Safe drive.",0,FALSE,FALSE,"2016-11-25 22:04:17","2019-01-19 23:44:16.668189",2654,5,,FALSE,,0,,"{}",520
2680,1,2,2011,"MCD6919","auto",7,130,700,1482,"Universiti Putra Malaysia (UPM) Serdang Selangor Malaysia",2.9931517,101.7158722,,,,"This vehicle is maroon color. Delivery area is nearby UPM/UNITEN/UKM with the minimum charges.",0,FALSE,TRUE,"2018-01-19 11:23:16","2019-02-20 12:37:31.227676",1081,5,,FALSE,,0,,"{}",1854
4428,2,2,2017,"QTQ4851","auto",8,135,850,1596,"1 Jalan Pinggiran 1/2,Taman Pinggiran Putra,Seri Kembangan,43300,Selangor",2.9916953,101.6756939,,"WhatsApp at least 1 hour before pick up","WhatsApp at least 1 hour before return the vehicle","Auto, 1000cc, tip top condition",0,FALSE,FALSE,"2019-03-11 15:17:47.45637","2019-03-11 15:32:30.430983",14411,12,,FALSE,"2019-03-11 15:32:30.424899",0,,"{}",
4317,59,4,2016,"VBV8515","auto",60,700,3600,6840," Jalan Bangsar,Bangsar,Kuala Lumpur,59200,Wilayah Persekutuan Kuala Lumpur",3.123388,101.6765066,,"-","-","Merc a250",0,TRUE,TRUE,"2019-02-11 18:00:04.283369","2019-03-18 16:51:16.000749",7838,12,,FALSE,,0,,"{}",
4322,3,3,2017,"VBP2643","auto",7,120,700,1368," Jalan PJS 1/52,Taman Sri Sentosa,Kuala Lumpur,58000,Selangor",3.0771642,101.6530226,,"-","-","Perodua Axia",0,TRUE,TRUE,"2019-02-11 18:46:05.912778","2019-02-11 18:50:17.437834",11081,24,,FALSE,,0,,"{}",
4214,16,5,2011,"WB6772A","auto",120,120,120,120,"31 Jalan PJU 7/19 Taman Puncak Jalil,Bandar Putra Permai,Seri Kembangan,43300,Selangor",3.0308181,101.6839889,,".",".","Good condition",0,FALSE,FALSE,"2019-01-23 11:45:34.134026","2019-01-24 17:51:50.047166",12671,5,,FALSE,"2019-01-24 17:51:50.041316",0,,"{}",
4429,2,2,2017,"QTQ4751","auto",8,140,900,1601,"Zeva Residence.  
1 Jalan Pinggiran 1/2,Taman Pinggiran Putra,Seri Kembangan,43300,Selangor",2.992933,101.6762536,,"WhatsApp 1 hour before pick up","WhatsApp 1 hour before return the vehicle","1000cc",0,TRUE,TRUE,"2019-03-11 15:24:57.419458","2019-03-18 23:55:54.492901",14411,12,,FALSE,,0,,"{}",
4318,207,4,2016,"WXQ3829","auto",16,300,1680,3420," Unnamed Road,Bukit Jalil,Kuala Lumpur,57000,Wilayah Persekutuan Kuala Lumpur",3.0574862,101.6675774,,"-","-","Volks Polo",0,TRUE,TRUE,"2019-02-11 18:11:36.528663","2019-02-11 18:14:08.218149",8167,5,,FALSE,,0,,"{}",
4320,41,4,2016,"WLG75","auto",51,255,1229,2907,"50 Jalan Bukit Jati,Taman Bukit Jati,Klang,41000,Selangor",3.0358358,101.4660561,,"-","-","Kia Sportage",0,TRUE,TRUE,"2019-02-11 18:33:45.331891","2019-02-11 18:36:31.223674",10730,5,,FALSE,,0,,"{}",
4215,16,5,2011,"WB6772A","auto",120,120,120,120,"31 Jalan PJU 7/19 Taman Puncak Jalil,Bandar Putra Permai,Seri Kembangan,43300,Selangor",3.0308181,101.6839889,,".",".","Good condition",0,FALSE,FALSE,"2019-01-23 11:45:34.131488","2019-01-24 17:51:57.42403",12671,5,,FALSE,"2019-01-24 17:51:57.418445",0,,"{}",
2211,4,2,2012,"WVF4868","auto",6,100,600,1140,"No 36, Jalan Anggerik 3C/2
                 Seksyen BS 7, Bukit Sentosa
                 48300 ,Rawang, Selangor",3.4173903,101.5853594,,,,,0,FALSE,FALSE,"2017-06-10 00:59:35","2019-01-19 23:44:16.684404",2668,5,,FALSE,,0,,"{}",1325
2471,1,2,2017,"PMW7309","auto",7,130,700,1482,"PLOT NO. 309/5
KAMPUNG PADANG KULIM
09000 KULIM, KEDAH",5.3849602,100.5708752,,,,,0,FALSE,FALSE,"2017-06-10 01:00:01","2019-01-19 23:44:21.083749",160,5,,FALSE,,0,,"{}",1424
2729,6,2,2016,"BPE5338","auto",7,120,700,1368,,,,,,,,0,TRUE,TRUE,"2017-12-08 17:27:35","2019-02-25 20:33:28.834672",2501,5,,FALSE,,0,,"{}",1822
4430,13,4,2015,"BNC2777","auto",30,405,2295,4615,"KLIA,KLIA2,Sepang,64000,Selangor",2.7455962,101.7071602,,"Contact host for arrangement","Contact host for arrangement","My car categorized as luxury type as the car is spacious (fit up to 5 adults comfortably) , driver/front passenger use electronic seat. Cool Air-conditioning with sun shade. Personal music via connecting usb/aux mode. Mobile accessories will be included such as phone charger-cable. auto cruise available with auto gear drive. Spacious storage at back of car for luggage travelling. Parking sensor. Seatbelt. Reverse camera. Infra sensor working for renter as safety/security precautions.",0,TRUE,TRUE,"2019-03-11 17:18:22.681889","2019-03-16 13:17:22.800916",14095,5,,FALSE,,0,,"{}",
4319,24,4,2015,"WYR8584","auto",12,200,1200,2280,"36 Jalan BS 6/3,Taman Bukit Serdang,Seri Kembangan,43300,Selangor",3.0201759,101.698437,,"-","-","Nissan Almera",0,TRUE,TRUE,"2019-02-11 18:25:51.956212","2019-02-11 18:36:27.444689",10447,5,,FALSE,,0,,"{}",
4216,16,5,2011,"WB6772A","auto",120,120,120,120,"31 Jalan PJU 7/19 Taman Puncak Jalil,Bandar Putra Permai,Seri Kembangan,43300,Selangor",3.0308181,101.6839889,,".",".","Good condition",0,FALSE,FALSE,"2019-01-23 11:45:34.13273","2019-01-24 17:52:08.812525",12671,5,,FALSE,"2019-01-24 17:52:08.806921",0,,"{}",
4433,80,3,2018,"SY2510","auto",153,1200,5700,11400,"3 Persiaran Perdana,Bandar Sri Damansara,Kuala Lumpur,52200,Selangor",3.195158,101.6079865,,"Message me when arrive","Message me when arrive","want to rent?",0,TRUE,FALSE,"2019-03-12 09:34:40.745493","2019-03-12 11:24:56.970518",11480,8,,FALSE,,0,,"{}",
2212,4,2,2013,"W5736K","auto",6,100,600,1140,"NO. 26/2, JALAN PJS 3/34, TAMAN SRI MANJA 46000, PETALING JAYA",3.0749428,101.6437684,,,,"It is very comfortable to ride in it. I think people will love the ride experience in a this car. Great gas saver especially when you have to do a lot of driving. Wish you enjoy the trip. No smoking or pets please! Safe drive.",0,FALSE,FALSE,"2016-11-25 22:04:12","2019-01-19 23:44:16.70084",2826,5,,FALSE,,0,,"{}",407
4431,15,3,2014,"WA8957W","auto",15,250,1400,2000,"Persiaran Meranti, Bandar Sri Damansara, Kuala Lumpur, 52200, Selangor",3.1848065,101.6122563,,"Welcome","Thank you","Seem like new",0,FALSE,FALSE,"2019-03-11 21:42:35.490396","2019-03-11 21:42:35.505524",10690,5,,FALSE,,0,,"{}",
4321,125,5,2015,"BJB75","auto",42,800,4480,9120,"48 Jalan Bukit Jati 1a,Taman Bukit Jati,Klang,41000,Selangor",3.0370215,101.4644436,,"-","-","Merc E250",0,TRUE,TRUE,"2019-02-11 18:41:10.740139","2019-02-11 18:43:26.482476",10730,5,,FALSE,,0,,"{}",
4217,16,5,2011,"WB6772A","auto",120,120,120,120,"31 Jalan PJU 7/19 Taman Puncak Jalil,Bandar Putra Permai,Seri Kembangan,43300,Selangor",3.0308181,101.6839889,,".",".","Good condition",0,FALSE,FALSE,"2019-01-23 11:45:34.181954","2019-01-24 17:52:13.649466",12671,5,,FALSE,"2019-01-24 17:52:13.643868",0,,"{}",
2213,4,2,2013,"WUP9294","auto",6,100,600,1140,"NO. 26/2, JALAN PJS 3/34, TAMAN SRI MANJA 46000, PETALING JAYA",3.0749428,101.6437684,,,,"It is very comfortable to ride in it. I think people will love the ride experience in a this car. Great gas saver especially when you have to do a lot of driving. Wish you enjoy the trip. No smoking or pets please! Safe drive.",0,FALSE,FALSE,"2016-11-25 22:04:39","2019-01-19 23:44:16.717493",2826,5,,FALSE,,0,,"{}",1026
4432,14,2,2018,"KV4999E","auto",12,180,1100,2280," Jalan Pandak Mayah 1,Pusat Bandar Kuah,Kuah,07000,Kedah",6.3221715,99.8493223,,"We will send to Airport/Jetty for FOC","we will pick up from Airport/Jetty for FOC","new & clean car",0,TRUE,FALSE,"2019-03-12 02:01:02.552229","2019-03-17 12:14:04.972927",11972,5,,FALSE,,0,,"{}",
4323,21,3,2012,"WXS9039","auto",17,270,1485,3080,"84 Jalan Tebing Timor, Jinjang Utara, Kuala Lumpur, 52000, Wilayah Persekutuan Kuala Lumpur",3.2219643,101.6625164,,"Please call to notify pick up car. 
Full tank will be given upon pick up the car.","Please call to notify during return the car.","Toyota Prius C Hybrid
Fuel Consumption - Safe Fuel
",0,TRUE,TRUE,"2019-02-12 15:01:25.52118","2019-03-18 16:51:16.055088",13520,5,,FALSE,,0,,"{}",
4218,16,5,2011,"WB6772A","auto",35,500,455,120,"31 Jalan PJU 7/19 Taman Puncak Jalil,Bandar Putra Permai,Seri Kembangan,43300,Selangor",3.0308181,101.6839889,,".",".","Good condition",0,TRUE,TRUE,"2019-01-23 11:45:34.332054","2019-02-20 12:37:28.954994",12671,5,,FALSE,"2019-01-24 17:53:35.074162",0,,"{}",
4327,14,2,2017,"B.2651.BOP","manual",12,200,1100,2280,"ASRI IV NO 15,Banyuasri RT 14 RW 02,Singaraja,81116,Bali",-8.120061700000001,115.0708131,,"ASRI IV NO 15 BANYUASRI SINGARAJA","ASRI IV NO 15 BANYUASRI SINGARAJA","Type G White Colour",0,FALSE,FALSE,"2019-02-13 16:48:16.189822","2019-02-13 16:48:16.202504",12779,5,,FALSE,,0,,"{}",
4324,14,2,2012,"ABC123","manual",11,180,1050,2225,"96 Jalan Bangsar,Bangsar,Kuala Lumpur,59200,Wilayah Persekutuan Kuala Lumpur",3.1229662,101.676095,,"A","B","This is the best car",0,FALSE,FALSE,"2019-02-13 13:00:53.628901","2019-02-13 23:05:50.626486",12187,53,,FALSE,"2019-02-13 23:05:50.620172",0,,"{}",
2214,4,2,2013,"WYS6275","auto",6,100,600,1140,"NO. 26/2, JALAN PJS 3/34, TAMAN SRI MANJA 46000, PETALING JAYA",3.0749428,101.6437684,,,,"It is very comfortable to ride in it. I think people will love the ride experience in a this car. Great gas saver especially when you have to do a lot of driving. Wish you enjoy the trip. No smoking or pets please! Safe drive.",0,FALSE,FALSE,"2016-11-25 22:04:43","2019-01-19 23:44:16.733709",2826,5,,FALSE,,0,,"{}",1152
4325,1,2,2018,"VBV2010","auto",7,130,700,1482,"53 Jalan SR 8/12, Taman Serdang Raya, Seri Kembangan, 43300, Selangor",3.0446357,101.7022355,,"Drop me a call ","Drop me a call ","Hi",0,FALSE,FALSE,"2019-02-13 13:17:39.068376","2019-02-13 13:17:39.081563",13309,5,,FALSE,,0,,"{}",
4434,6,1,2019,"PNV2817","auto",7,120,700,1368,"KL Eco City,KL Eco City,Kuala Lumpur,59200,Wilayah Persekutuan Kuala Lumpur",3.117958,101.673981,,"KL Eco City","KL Eco City","New Proton Saga",0,TRUE,TRUE,"2019-03-12 13:52:13.037341","2019-03-12 13:55:39.869308",12518,5,,FALSE,,0,,"{}",
4079,55,2,2014,"JQD1554","manual",30,450,2500,5130,"NO. A108, BLOCK A, JALAN SBC 12, TAMAN SRI BATU CAVES,  68100 BATU CAVES, SELANGOR, MALAYSIA",3.2325702,101.6910211,,,,"It is very comfortable to ride in it. I think people will love the ride experience in a this car. Great gas saver especially when you have to do a lot of driving. Wish you enjoy the trip. No smoking or pets please! Safe drive.",0,FALSE,FALSE,"2016-11-25 22:03:58","2019-01-19 23:44:48.802537",175,5,,FALSE,,0,,"{}",152
4326,7,3,2011,"JDKD","manual",11,180,1000,2052,"193 Lebuhraya Bukit Jalil,Bandar Puchong Jaya,Puchong,47100,Selangor",3.049677,101.6301387,,"nx","jsc","jd",0,FALSE,FALSE,"2019-02-13 13:51:27.701024","2019-03-12 12:12:12.310172",2,5,,FALSE,,0,,"{}",
4435,7,2,2012,"VBB6785","manual",12,170,1000,2052,"5a Jalan PJS 1/48,Taman Petaling Utama,Petaling Jaya,46150,Selangor",3.0796099,101.6495269,,"It's here
","Please return","Very powerful",0,FALSE,FALSE,"2019-03-12 17:45:15.636294","2019-03-12 17:47:47.46313",14765,5,,FALSE,,0,,"{}",
2132,4,2,2012,"WYC9740","auto",6,100,600,1140,"34-1,Jalan mutiara Melaka 2, Mutiara Melaka 75350 Batu Berendam, Melaka
",2.237975,102.260551,,,,"It is very comfortable to ride in it. I think people will love the ride experience in a this car. Great gas saver especially when you have to do a lot of driving. Wish you enjoy the trip. No smoking or pets please! Safe drive.",0,FALSE,FALSE,"2016-11-25 22:04:41","2019-01-19 23:44:15.38544",130,5,,FALSE,,0,,"{}",1092
2812,1,2,2017,"VAH1250","auto",7,130,700,1482,"Machang, Kelantan",5.767933,102.2153872,,,,,0,FALSE,FALSE,"2017-06-23 04:00:54","2019-01-19 23:44:26.777667",2913,5,,FALSE,,0,,"{}",1470
4328,121,2,2017,"VAM963","auto",53,1000,5600,11400,"46 Jalan Kasuarina 6,Bandar Botanic ,Klang,41200,Selangor",2.9892459,101.4518746,,"call me","call me","MERCEDES-BENZ CLA200 CGI (A) C117 Original AMG ,NEW Fcalift 7 G-DCT, High spec. 1600 CC CGi TURBO, 7G-DCT DOHC,Twin camp ,timing chain engine.163 HP TORQUE 250 nm",0,TRUE,TRUE,"2019-02-13 20:56:40.224175","2019-03-08 12:10:16.701402",13655,6,,FALSE,,0,,"{}",
4436,14,1,2017,"KV1592E","auto",12,180,1100,2280," jeti/aiport,Kuah,Langkawi,07000,Kedah",6.3060829,99.8508125,,"jeti/aiport","cll before return","GOOD CONDITION",0,FALSE,FALSE,"2019-03-13 07:03:22.363863","2019-03-13 14:57:19.997476",14652,5,,FALSE,,0,,"{}",
2133,4,2,2012,"WYC9224","auto",6,100,600,1140,"34-1,Jalan mutiara Melaka 2, Mutiara Melaka 75350 Batu Berendam, Melaka
",2.237975,102.260551,,,,"It is very comfortable to ride in it. I think people will love the ride experience in a this car. Great gas saver especially when you have to do a lot of driving. Wish you enjoy the trip. No smoking or pets please! Safe drive.",0,FALSE,FALSE,"2016-11-25 22:04:41","2019-01-19 23:44:15.40105",130,5,,FALSE,,0,,"{}",1091
2143,4,2,2013,"WYE448","auto",6,100,600,1140,"Lot 1, Jalan Pusara Aman Kg Melayu Subang Sek U6 Shah Alam ",3.1590967,101.528103,,,,,0,FALSE,FALSE,"2017-07-26 05:02:34","2019-01-19 23:44:15.565516",139,5,,FALSE,,0,,"{}",1579
4437,3,1,2017,"PNF592","auto",7,105,700,1368," jeti/airport,kg belanga pechaha,Langkawi,07000,Kedah",6.3576052,99.76786869999999,,"jeti/aiport","call 1 hour before return","Good condition",0,TRUE,FALSE,"2019-03-13 12:24:48.398977","2019-03-13 14:56:13.198858",14652,5,,FALSE,,0,,"{}",
2144,4,2,2013,"WYE465","auto",6,100,600,1140,"Lot 1, Jalan Pusara Aman Kg Melayu Subang Sek U6 Shah Alam ",3.1590967,101.528103,,,,,0,FALSE,FALSE,"2017-07-26 05:02:35","2019-01-19 23:44:15.581541",139,5,,FALSE,,0,,"{}",1581
2146,4,2,2014,"PJF3108","manual",6,100,600,1140,"100, Jalan Mayang Pasir, 11950 Bayan Baru, Penang.",5.3215111,100.2864026,,,,"It is very comfortable to ride in it. I think people will love the ride experience in a this car. Great gas saver especially when you have to do a lot of driving. Wish you enjoy the trip. No smoking or pets please! Safe drive.",0,FALSE,FALSE,"2016-11-25 22:04:02","2019-01-19 23:44:15.612864",153,5,,FALSE,,0,,"{}",221
4438,15,3,2015,"GIM5920","auto",15,225,1400,2000,"11 110,Kuah,Langkawi,07000,Kedah",6.3187336,99.850402,,"jety/aiport","jeti/aiport","good condition",0,FALSE,FALSE,"2019-03-13 12:31:55.519418","2019-03-15 12:14:50.09302",14652,5,,FALSE,,0,,"{}",
2147,4,2,2014,"W7941A","auto",6,100,600,1140,"100, Jalan Mayang Pasir, 11950 Bayan Baru, Penang.",5.3215111,100.2864026,,,,,0,FALSE,FALSE,"2017-07-26 05:02:58","2019-01-19 23:44:15.628263",153,5,,FALSE,,0,,"{}",1607
2148,4,2,2014,"W7151U","auto",6,100,600,1140,"100, Jalan Mayang Pasir, 11950 Bayan Baru, Penang.",5.3215111,100.2864026,,,,,0,FALSE,FALSE,"2017-07-26 05:02:58","2019-01-19 23:44:15.643886",153,5,,FALSE,,0,,"{}",1608
3216,6,2,2016,"WD4870C","auto",7,120,700,1368,"Bandar Sunway, Petaling Jaya, Selangor, Malaysia",3.0683743,101.6024829,,,,"Great Car, Looks like show room car, 21k millage",0,TRUE,TRUE,"2018-08-10 21:57:48","2019-02-25 20:33:16.91739",8359,5,,FALSE,,0,,"{}",2025
4439,19,1,2018,"LG592","auto",45,550,2500,5130," kg belanga pechah,jln ayer hangat,Langkawi,07000,Kedah",6.3886521,99.86200460000001,,"jeti/aiport","jeti/aiport","very good condition",0,FALSE,FALSE,"2019-03-13 15:00:14.031269","2019-03-13 15:02:39.061093",14652,12,,FALSE,,0,,"{}",
2149,4,2,2014,"W416Y","auto",6,100,600,1140,"Car Park Lot, Giant Bayan Baru, Jalan Tengah, Bayan Baru, Bayan Lepas",5.320599,100.285037,,,,"It is very comfortable to ride in it. I think people will love the ride experience in a this car. Great gas saver especially when you have to do a lot of driving. Wish you enjoy the trip. No smoking or pets please! Safe drive.",0,FALSE,FALSE,"2016-11-25 22:04:11","2019-01-19 23:44:15.659712",154,5,,FALSE,,0,,"{}",390
4440,15,4,2013,"KV3433D","auto",15,245,1400,2000,"Kuah Jetty,Langkawi airport,Langkawi,07100,Kedah",6.345349,99.734324,,"airport atau jeti kuah","airport atau jeti kuah
","Good condition. No smoking, drugs and alcohol allowed.",0,FALSE,FALSE,"2019-03-13 16:40:02.516447","2019-03-18 16:13:57.086239",14603,5,,FALSE,,0,,"{}",
2150,4,2,2012,"WVF4858","auto",6,100,600,1140,"NO. 40-1, Jalan Putra Mahkota 7/4B, Putra Heights, 47650, Subang Jaya, Selangor",2.9926821,101.5713068,,,,"It is very comfortable to ride in it. I think people will love the ride experience in a this car. Great gas saver especially when you have to do a lot of driving. Wish you enjoy the trip. No smoking or pets please! Safe drive.",0,FALSE,FALSE,"2016-11-25 22:04:39","2019-01-19 23:44:15.675618",156,5,,FALSE,,0,,"{}",1032
2893,3,2,2017,"BPC7452","auto",7,120,700,1368,"Tanah Merah",-27.666667,153.166667,,,,,0,FALSE,FALSE,"2017-06-10 01:00:01","2019-01-19 23:44:28.120289",3491,5,,FALSE,,0,,"{}",1415
2908,1,2,2014,"ADB2175","auto",7,130,700,1482,"32 Persiaran Mawar 2 Taman Sri Rokam Ipoh Perak Malaysia",4.5770025,101.1189249,,,,"Very smooth pick up , and very trendy ",0,TRUE,TRUE,"2017-09-19 17:32:06","2019-02-25 18:59:04.398172",3626,5,,FALSE,,0,,"{}",1686
2151,4,2,2011,"WVS1519","auto",6,100,600,1140,"No 17-2-1 , Lorong Batu Nilam 10A, Bandar Bukit Tinggi, 41200 Klang",3.006368,101.435941,,,,"It is very comfortable to ride in it. I think people will love the ride experience in a this car. Great gas saver especially when you have to do a lot of driving. Wish you enjoy the trip. No smoking or pets please! Safe drive.",0,FALSE,FALSE,"2016-11-25 22:04:39","2019-01-19 23:44:15.691557",157,5,,FALSE,,0,,"{}",1037
4441,200,3,2011,"VAA7181","auto",84,1600,8960,18240,"348 Jalan Tun Razak, Intermark Mall, Kuala Lumpur, 50450, Wilayah Persekutuan Kuala Lumpur",3.1616763,101.720359,,"Inside Intermark Mall Basement Parking","Inside Intermark Mall Basement Parking","Great car for touring ",0,FALSE,FALSE,"2019-03-13 19:45:40.056622","2019-03-13 19:51:57.689712",14804,5,,FALSE,,0,,"{}",
4442,17,3,2010,"BNH4573","auto",48,630,3600,7200,"32 Jalan Nuri 7/19c, Kota Damansara, Petaling Jaya, 47810, Selangor",3.1670983,101.5766,,"Call first","Call first","7 seater",0,FALSE,FALSE,"2019-03-13 22:25:10.67121","2019-03-13 22:31:17.284179",12625,5,,FALSE,,0,,"{}",
2153,4,2,2013,"WYP4644","auto",6,100,600,1140,"64, JALAN TU 2,
TAMAN TASIK UTAMA, 
HANG TUAH JAYA,
75450AYER KEROH,
MELAKA",2.274758,102.285626,,,,"It is very comfortable to ride in it. I think people will love the ride experience in a this car. Great gas saver especially when you have to do a lot of driving. Wish you enjoy the trip. No smoking or pets please! Safe drive.",0,FALSE,FALSE,"2016-11-25 22:04:43","2019-01-19 23:44:15.72396",159,5,,FALSE,,0,,"{}",1129
2942,1,2,2016,"DCV351","auto",7,130,700,1482,,,,,,,,0,FALSE,TRUE,"2017-11-16 11:45:57","2019-02-20 12:37:31.300305",3972,5,,FALSE,,0,,"{}",1794
4443,30,3,2016,"JQV6600","auto",15,250,1400,2850,"13 Susur Dewata 1, Taman Larkin Perdana, Johor Bahru, 80350, Johor",1.5008876,103.7472307,,"Beside of Maybank Larkin Perdana","Beside of Maybank Larkin Perdana","Clean and Good Service !",0,FALSE,FALSE,"2019-03-13 22:54:56.176372","2019-03-13 22:54:56.191742",14809,5,,FALSE,,0,,"{}",
3603,5,2,2016,"BNS2446","auto",10,170,1000,1938,"NO. A108, BLOCK A, JALAN SBC 12, TAMAN SRI BATU CAVES,  68100 BATU CAVES, SELANGOR, MALAYSIA",3.2325702,101.6910211,,,,"It is very comfortable to ride in it. I think people will love the ride experience in a this car. Great gas saver especially when you have to do a lot of driving. Wish you enjoy the trip. No smoking or pets please! Safe drive.",0,FALSE,FALSE,"2016-11-25 22:03:55","2019-01-19 23:44:40.32875",175,5,,FALSE,,0,,"{}",92
2969,6,2,2013,"WA6258Y","auto",7,120,700,1368,,,,,,,,0,TRUE,TRUE,"2017-11-16 03:18:25","2019-02-25 20:33:05.573578",4083,5,,FALSE,,0,,"{}",1793
4444,46,2,2018,"VJ4413","auto",30,450,2500,5130,"40 Jalan Opera L U2/L, Taman TTDI Jaya, Shah Alam, 40150, Selangor",3.1007731,101.5576506,,"Office Terminal Tech","Office Terminal Tech","Running diesel
Suitable for site field
Car is still new, so it comfortable for office use too",0,TRUE,TRUE,"2019-03-14 10:45:56.099464","2019-03-14 11:28:29.591475",7696,5,,FALSE,,0,,"{}",
4448,35,2,2016,"VG3442","auto",15,250,1400,2850,"6 GF, Jalan BP 7/11, Bandar Bukit Puchong 2, Puchong, 47120, Selangor",2.9864878,101.6191207,,"Please pick up the key at MEOWCLASS reception counter","Please return the key at MEOWCLASS reception counter","Red as my lipstick 😂",0,FALSE,FALSE,"2019-03-14 15:25:21.962717","2019-03-14 15:25:21.974918",12289,5,,FALSE,,0,,"{}",
4083,32,2,2015,"WB805B","auto",30,450,2500,5130,"No 1-93 Jalan PUJ 3/9 Taman Puncak Jalil, 43300 Seri Kembangan",3.0201369,101.6780426,,,,,0,FALSE,FALSE,"2017-07-26 05:02:41","2019-01-19 23:44:48.867707",2676,5,,FALSE,,0,,"{}",1599
2138,4,2,2012,"WXT1487","auto",6,100,600,1140,"Lot 1, Jalan Pusara Aman Kg Melayu Subang Sek U6 Shah Alam ",3.1590967,101.528103,,,,,0,FALSE,FALSE,"2017-07-26 05:02:34","2019-01-19 23:44:15.480231",139,5,,FALSE,,0,,"{}",1575
2139,4,2,2012,"WXT1355","auto",6,100,600,1140,"Lot 1, Jalan Pusara Aman Kg Melayu Subang Sek U6 Shah Alam ",3.1590967,101.528103,,,,,0,FALSE,FALSE,"2017-07-26 05:02:34","2019-01-19 23:44:15.496135",139,5,,FALSE,,0,,"{}",1574
2998,1,2,2016,"VB7044","auto",7,130,700,1482,"18 Jalan Wangsa Budi 9 Wangsa Melawati Kuala Lumpur Federal Territory of Kuala Lumpur Malaysia",3.2030195,101.7453093,,,,"Very good condition, low millage, tinted ",0,TRUE,TRUE,"2017-10-20 22:58:52","2019-02-25 18:58:33.649878",4483,5,,FALSE,,0,,"{}",1748
2991,1,2,2011,"WVP6984","auto",7,130,700,1482,"HR1-1-15 Riana Green Condo , Tropicana 47410 Damansara ",3.1375262,101.5981105,,,,"Less millage , own by lady driver , good condition. ",0,TRUE,TRUE,"2017-10-16 17:46:42","2019-02-25 18:58:49.571392",4323,5,,FALSE,,0,,"{}",1737
2993,6,2,2010,"WTY8371","auto",7,120,700,1368,,,,,,,,0,TRUE,TRUE,"2017-10-20 10:15:25","2019-02-25 20:32:42.363557",4444,5,,FALSE,,0,,"{}",1744
2992,6,2,2017,"VAG3615","auto",7,120,700,1368,,,,,,,,0,TRUE,TRUE,"2017-10-16 17:28:56","2019-02-25 20:32:53.38512",4351,5,,FALSE,,0,,"{}",1736
